grna_id	grna_target	chr	start	end
250514_VIC_CFB_TSS_Enhancers_2613	FB_SMAD7_enh_1	chr18	48790745.0	48790765.0
250514_VIC_CFB_TSS_Enhancers_2614	FB_SMAD7_enh_1	chr18	48790755.0	48790775.0
250514_VIC_CFB_TSS_Enhancers_2615	FB_SMAD7_enh_1	chr18	48790760.0	48790780.0
250514_VIC_CFB_TSS_Enhancers_2616	FB_SMAD7_enh_1	chr18	48790773.0	48790793.0
250514_VIC_CFB_TSS_Enhancers_2617	ENSG00000101665	chr18	48950715.0	48950735.0
250514_VIC_CFB_TSS_Enhancers_2618	ENSG00000101665	chr18	48950730.0	48950750.0
250514_VIC_CFB_TSS_Enhancers_2619	ENSG00000101665	chr18	48950736.0	48950756.0
250514_VIC_CFB_TSS_Enhancers_2620	ENSG00000101665	chr18	48950750.0	48950770.0
250514_VIC_CFB_TSS_Enhancers_2621	ENSG00000101665	chr18	48950800.0	48950820.0
250514_VIC_CFB_TSS_Enhancers_2622	ENSG00000101665	chr18	48950816.0	48950836.0
250514_VIC_CFB_TSS_Enhancers_2623	ENSG00000101665	chr18	48950839.0	48950859.0
250514_VIC_CFB_TSS_Enhancers_2624	ENSG00000101665	chr18	48950868.0	48950888.0
250514_VIC_CFB_TSS_Enhancers_2625	ENSG00000101665	chr18	48950923.0	48950943.0
250514_VIC_CFB_TSS_Enhancers_2626	ENSG00000101665	chr18	48951018.0	48951038.0
250514_VIC_CFB_TSS_Enhancers_2627	ENSG00000101665	chr18	48951035.0	48951055.0
250514_VIC_CFB_TSS_Enhancers_2628	ENSG00000101665	chr18	48951037.0	48951057.0
250514_VIC_CFB_TSS_Enhancers_2629	ENSG00000101665	chr18	48951078.0	48951098.0
250514_VIC_CFB_TSS_Enhancers_2630	ENSG00000101665	chr18	48951159.0	48951179.0
250514_VIC_CFB_TSS_Enhancers_2631	ENSG00000101665	chr18	48951182.0	48951202.0
250514_VIC_CFB_TSS_Enhancers_2647	ENSG00000156299	chr21	31558730.0	31558750.0
250514_VIC_CFB_TSS_Enhancers_2648	ENSG00000156299	chr21	31558790.0	31558810.0
250514_VIC_CFB_TSS_Enhancers_2649	ENSG00000156299	chr21	31558818.0	31558838.0
250514_VIC_CFB_TSS_Enhancers_2650	ENSG00000156299	chr21	31558855.0	31558875.0
250514_VIC_CFB_TSS_Enhancers_2651	ENSG00000156299	chr21	31558871.0	31558891.0
250514_VIC_CFB_TSS_Enhancers_2652	ENSG00000156299	chr21	31558912.0	31558932.0
250514_VIC_CFB_TSS_Enhancers_2653	ENSG00000156299	chr21	31558934.0	31558954.0
250514_VIC_CFB_TSS_Enhancers_2654	ENSG00000156299	chr21	31558952.0	31558972.0
250514_VIC_CFB_TSS_Enhancers_2655	ENSG00000156299	chr21	31558982.0	31559002.0
250514_VIC_CFB_TSS_Enhancers_2656	ENSG00000156299	chr21	31559014.0	31559034.0
250514_VIC_CFB_TSS_Enhancers_2657	ENSG00000156299	chr21	31559061.0	31559081.0
250514_VIC_CFB_TSS_Enhancers_2658	ENSG00000156299	chr21	31559099.0	31559119.0
250514_VIC_CFB_TSS_Enhancers_2659	ENSG00000156299	chr21	31559148.0	31559168.0
250514_VIC_CFB_TSS_Enhancers_2660	ENSG00000156299	chr21	31559190.0	31559210.0
250514_VIC_CFB_TSS_Enhancers_2661	ENSG00000156299	chr21	31559205.0	31559225.0
250514_VIC_CFB_TSS_Enhancers_2662	ENSG00000157554	chr21	38661531.0	38661551.0
250514_VIC_CFB_TSS_Enhancers_2663	ENSG00000157554	chr21	38661542.0	38661562.0
250514_VIC_CFB_TSS_Enhancers_2664	ENSG00000157554	chr21	38661565.0	38661585.0
250514_VIC_CFB_TSS_Enhancers_2665	ENSG00000157554	chr21	38661572.0	38661592.0
250514_VIC_CFB_TSS_Enhancers_2666	ENSG00000157554	chr21	38661574.0	38661594.0
250514_VIC_CFB_TSS_Enhancers_2667	ENSG00000157554	chr21	38661587.0	38661607.0
250514_VIC_CFB_TSS_Enhancers_2668	ENSG00000157554	chr21	38661607.0	38661627.0
250514_VIC_CFB_TSS_Enhancers_2669	ENSG00000157554	chr21	38661672.0	38661692.0
250514_VIC_CFB_TSS_Enhancers_2670	ENSG00000157554	chr21	38661710.0	38661730.0
250514_VIC_CFB_TSS_Enhancers_2671	ENSG00000157554	chr21	38661735.0	38661755.0
250514_VIC_CFB_TSS_Enhancers_2672	ENSG00000157554	chr21	38661792.0	38661812.0
250514_VIC_CFB_TSS_Enhancers_2673	ENSG00000157554	chr21	38661796.0	38661816.0
250514_VIC_CFB_TSS_Enhancers_2674	ENSG00000157554	chr21	38661864.0	38661884.0
250514_VIC_CFB_TSS_Enhancers_2675	ENSG00000157554	chr21	38661867.0	38661887.0
250514_VIC_CFB_TSS_Enhancers_2676	ENSG00000157554	chr21	38662002.0	38662022.0
250514_VIC_CFB_TSS_Enhancers_2677	VIC_ERG_enh_1	chr21	38682060.0	38682080.0
250514_VIC_CFB_TSS_Enhancers_2678	VIC_ERG_enh_1	chr21	38682060.0	38682080.0
250514_VIC_CFB_TSS_Enhancers_2679	VIC_ERG_enh_1	chr21	38682099.0	38682119.0
250514_VIC_CFB_TSS_Enhancers_2680	VIC_ERG_enh_1	chr21	38682108.0	38682128.0
250514_VIC_CFB_TSS_Enhancers_2681	VIC_ERG_enh_1	chr21	38682109.0	38682129.0
250514_VIC_CFB_TSS_Enhancers_2682	VIC_ERG_enh_1	chr21	38682112.0	38682132.0
250514_VIC_CFB_TSS_Enhancers_2683	VIC_ERG_enh_1	chr21	38682140.0	38682160.0
250514_VIC_CFB_TSS_Enhancers_2684	VIC_ERG_enh_1	chr21	38682168.0	38682188.0
250514_VIC_CFB_TSS_Enhancers_2685	VIC_ERG_enh_1	chr21	38682212.0	38682232.0
250514_VIC_CFB_TSS_Enhancers_2686	VIC_ERG_enh_1	chr21	38682220.0	38682240.0
250514_VIC_CFB_TSS_Enhancers_2687	VIC_ERG_enh_1	chr21	38682224.0	38682244.0
250514_VIC_CFB_TSS_Enhancers_2688	VIC_ERG_enh_1	chr21	38682231.0	38682251.0
250514_VIC_CFB_TSS_Enhancers_2689	VIC_ERG_enh_1	chr21	38682242.0	38682262.0
250514_VIC_CFB_TSS_Enhancers_2690	VIC_ERG_enh_1	chr21	38682250.0	38682270.0
250514_VIC_CFB_TSS_Enhancers_2691	VIC_ERG_enh_1	chr21	38682251.0	38682271.0
250514_VIC_CFB_TSS_Enhancers_2707	ENSG00000100320	chr22	35840435.0	35840455.0
250514_VIC_CFB_TSS_Enhancers_2708	ENSG00000100320	chr22	35840438.0	35840458.0
250514_VIC_CFB_TSS_Enhancers_2709	ENSG00000100320	chr22	35840442.0	35840462.0
250514_VIC_CFB_TSS_Enhancers_2710	ENSG00000100320	chr22	35840442.0	35840462.0
250514_VIC_CFB_TSS_Enhancers_2711	ENSG00000100320	chr22	35840471.0	35840491.0
250514_VIC_CFB_TSS_Enhancers_2712	ENSG00000100320	chr22	35840473.0	35840493.0
250514_VIC_CFB_TSS_Enhancers_2713	ENSG00000100320	chr22	35840476.0	35840496.0
250514_VIC_CFB_TSS_Enhancers_2714	ENSG00000100320	chr22	35840536.0	35840556.0
250514_VIC_CFB_TSS_Enhancers_2715	ENSG00000100320	chr22	35840538.0	35840558.0
250514_VIC_CFB_TSS_Enhancers_2716	ENSG00000100320	chr22	35840551.0	35840571.0
250514_VIC_CFB_TSS_Enhancers_2717	ENSG00000100320	chr22	35840559.0	35840579.0
250514_VIC_CFB_TSS_Enhancers_2718	ENSG00000100320	chr22	35840560.0	35840580.0
250514_VIC_CFB_TSS_Enhancers_2719	ENSG00000100320	chr22	35840577.0	35840597.0
250514_VIC_CFB_TSS_Enhancers_2720	ENSG00000100320	chr22	35840689.0	35840709.0
250514_VIC_CFB_TSS_Enhancers_2721	ENSG00000100320	chr22	35840718.0	35840738.0
250514_VIC_CFB_TSS_Enhancers_2758_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2759_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2760_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2761_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2762_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2763_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2764_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2765_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2766_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2767_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2768_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2769_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2770_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2771_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2772_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2773_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2774_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2775_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2776_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2777_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2778_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2779_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2780_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2781_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2782_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2783_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2784_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2785_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2786_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2787_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2788_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2789_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2790_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2791_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2792_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2793_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2794_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2795_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2796_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2797_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2798_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2799_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2800_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2801_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2802_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2803_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2804_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2805_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2806_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2807_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2808_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2809_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2810_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2811_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2812_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2813_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2814_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2815_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2816_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2817_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2818_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2819_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2820_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2821_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2822_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2823_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2824_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2825_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2826_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2827_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2828_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2829_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2830_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2831_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2832_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2833_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2834_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2835_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2836_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2837_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2838_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2839_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2840_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2841_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2842_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2843_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2844_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2845_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2846_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2847_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2848_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2849_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2850_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2851_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2852_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2853_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2854_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2855_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2856_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2857_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2858_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2859_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2860_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2861_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2862_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2863_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2864_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2865_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2866_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2867_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2868_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2869_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2870_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2871_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2872_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2873_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2874_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2875_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2876_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2877_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2878_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2879_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2880_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2881_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2882_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2883_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2884_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2885_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2886_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2887_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2888_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2889_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2890_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2891_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2892_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2893_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2894_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2895_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2896_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2897_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2898_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2899_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2900_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2901_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2902_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2903_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2904_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2905_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2906_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2907_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2908_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2909_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2910_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2911_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2912_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2913_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2914_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2915_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2916_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2917_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2918_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2919_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2920_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2921_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2922_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2923_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2924_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2925_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2926_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2927_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2928_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2929_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2930_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2931_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2932_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2933_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2934_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2935_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2936_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2937_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2938_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2939_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2940_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2941_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2942_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2943_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2944_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2945_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2946_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2947_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2948_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2949_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2950_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2951_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2952_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2953_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2954_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2955_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2956_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2957_non-targeting	non-targeting			
250514_VIC_CFB_TSS_Enhancers_2304	ENSG00000179588	chr16	88453058.0	88453078.0
250514_VIC_CFB_TSS_Enhancers_2315	ENSG00000179588	chr16	88453423.0	88453443.0
250514_VIC_CFB_TSS_Enhancers_2314	ENSG00000179588	chr16	88453406.0	88453426.0
250514_VIC_CFB_TSS_Enhancers_2312	ENSG00000179588	chr16	88453336.0	88453356.0
250514_VIC_CFB_TSS_Enhancers_2311	ENSG00000179588	chr16	88453297.0	88453317.0
250514_VIC_CFB_TSS_Enhancers_2305	ENSG00000179588	chr16	88453108.0	88453128.0
250514_VIC_CFB_TSS_Enhancers_2306	ENSG00000179588	chr16	88453117.0	88453137.0
250514_VIC_CFB_TSS_Enhancers_2316	ENSG00000179588	chr16	88453459.0	88453479.0
250514_VIC_CFB_TSS_Enhancers_2310	ENSG00000179588	chr16	88453280.0	88453300.0
250514_VIC_CFB_TSS_Enhancers_2313	ENSG00000179588	chr16	88453371.0	88453391.0
250514_VIC_CFB_TSS_Enhancers_2317	ENSG00000179588	chr16	88453466.0	88453486.0
250514_VIC_CFB_TSS_Enhancers_1_verified	ENSG00000179588	chr16	88453345.0	88453365.0
250514_VIC_CFB_TSS_Enhancers_199_verified	ENSG00000179588	chr16	88453283.0	88453303.0
250514_VIC_CFB_TSS_Enhancers_222_verified	ENSG00000179588	chr16	88453461.0	88453481.0
250514_VIC_CFB_TSS_Enhancers_388_verified	ENSG00000179588	chr16	88453328.0	88453347.0
250514_VIC_CFB_TSS_Enhancers_635	ENSG00000138650	chr4	133149167.0	133149187.0
250514_VIC_CFB_TSS_Enhancers_638	ENSG00000138650	chr4	133149265.0	133149285.0
250514_VIC_CFB_TSS_Enhancers_637	ENSG00000138650	chr4	133149230.0	133149250.0
250514_VIC_CFB_TSS_Enhancers_636	ENSG00000138650	chr4	133149197.0	133149217.0
250514_VIC_CFB_TSS_Enhancers_632	ENSG00000138650	chr4	133149123.0	133149143.0
250514_VIC_CFB_TSS_Enhancers_634	ENSG00000138650	chr4	133149156.0	133149176.0
250514_VIC_CFB_TSS_Enhancers_633	ENSG00000138650	chr4	133149138.0	133149158.0
250514_VIC_CFB_TSS_Enhancers_640	ENSG00000138650	chr4	133149412.0	133149432.0
250514_VIC_CFB_TSS_Enhancers_631	ENSG00000138650	chr4	133149079.0	133149099.0
250514_VIC_CFB_TSS_Enhancers_628	ENSG00000138650	chr4	133149055.0	133149075.0
250514_VIC_CFB_TSS_Enhancers_630	ENSG00000138650	chr4	133149069.0	133149089.0
250514_VIC_CFB_TSS_Enhancers_642	ENSG00000138650	chr4	133149516.0	133149536.0
250514_VIC_CFB_TSS_Enhancers_3_verified	ENSG00000138650	chr4	133149295.0	133149315.0
250514_VIC_CFB_TSS_Enhancers_190_verified	ENSG00000138650	chr4	133149232.0	133149252.0
250514_VIC_CFB_TSS_Enhancers_354_verified	ENSG00000138650	chr4	133149425.0	133149445.0
250514_VIC_CFB_TSS_Enhancers_208	ENSG00000075292	chr2	71331912.0	71331932.0
250514_VIC_CFB_TSS_Enhancers_210	ENSG00000075292	chr2	71331981.0	71332001.0
250514_VIC_CFB_TSS_Enhancers_206	ENSG00000075292	chr2	71331857.0	71331877.0
250514_VIC_CFB_TSS_Enhancers_202	ENSG00000075292	chr2	71331706.0	71331726.0
250514_VIC_CFB_TSS_Enhancers_197	ENSG00000075292	chr2	71331579.0	71331599.0
250514_VIC_CFB_TSS_Enhancers_205	ENSG00000075292	chr2	71331843.0	71331863.0
250514_VIC_CFB_TSS_Enhancers_199	ENSG00000075292	chr2	71331656.0	71331676.0
250514_VIC_CFB_TSS_Enhancers_203	ENSG00000075292	chr2	71331727.0	71331747.0
250514_VIC_CFB_TSS_Enhancers_198	ENSG00000075292	chr2	71331630.0	71331650.0
250514_VIC_CFB_TSS_Enhancers_209	ENSG00000075292	chr2	71331945.0	71331965.0
250514_VIC_CFB_TSS_Enhancers_4_verified	ENSG00000075292	chr2	71331825.0	71331845.0
250514_VIC_CFB_TSS_Enhancers_16_verified	ENSG00000075292	chr2	71331999.0	71332004.0
250514_VIC_CFB_TSS_Enhancers_69_verified	ENSG00000075292	chr2	71331984.0	71332004.0
250514_VIC_CFB_TSS_Enhancers_104_verified	ENSG00000075292	chr2	71331853.0	71331873.0
250514_VIC_CFB_TSS_Enhancers_248_verified	ENSG00000075292	chr2	71331966.0	71331986.0
250514_VIC_CFB_TSS_Enhancers_873	ENSG00000152377	chr5	137499377.0	137499397.0
250514_VIC_CFB_TSS_Enhancers_866	ENSG00000152377	chr5	137499202.0	137499222.0
250514_VIC_CFB_TSS_Enhancers_868	ENSG00000152377	chr5	137499233.0	137499253.0
250514_VIC_CFB_TSS_Enhancers_867	ENSG00000152377	chr5	137499217.0	137499237.0
250514_VIC_CFB_TSS_Enhancers_876	ENSG00000152377	chr5	137499447.0	137499467.0
250514_VIC_CFB_TSS_Enhancers_864	ENSG00000152377	chr5	137499146.0	137499166.0
250514_VIC_CFB_TSS_Enhancers_870	ENSG00000152377	chr5	137499286.0	137499306.0
250514_VIC_CFB_TSS_Enhancers_871	ENSG00000152377	chr5	137499317.0	137499337.0
